url,fighter_name,nickname,birth_date,age,death_date,location,country,height,weight,association,weight_class,wins,wins_ko,wins_submission,wins_decision,wins_other,lossess,losses_ko,losses_submission,losses_decision,losses_other
/fighter/Istela-Nunes-83194,Istela Nunes,,23/07/1992,29,,"Sao Jose dos Pinhais, Parana",Brazil,"5'4""",105 lbs,Team Nunes,Atomweight,6,2,0,4,,6,0,1,0,
/fighter/Leo-Kuntz-44602,Leo Kuntz,The Lion,03/10/1983,37,,"Linton, North Dakota",United States,"5'10""",155 lbs,American Top Team,Lightweight,18,9,4,4,1,18,0,2,2,0
/fighter/Robert-Drysdale-67894,Robert Drysdale,,05/10/1981,39,,"Las Vegas, Nevada",United States,"6'3""",205 lbs,Drysdale Jiu-Jitsu,Light Heavyweight,7,0,7,0,,7,0,0,0,
/fighter/Mikkel-Parlo-53847,Mikkel Parlo,,03/05/1990,31,,Copenhagen,Denmark,"5'10""",185 lbs,Arte Suave Copenhagen,Middleweight,13,7,1,5,,13,1,0,2,
/fighter/Jason-Guida-8185,Jason Guida,,04/08/1977,44,,"Mokena, Illinois",United States,"5'10""",214 lbs,Midwest Training Center,Heavyweight,19,7,9,3,,19,7,7,14,
/fighter/Brennan-Ward-41566,Brennan Ward,Irish,28/06/1988,33,,"Waterford, Connecticut",United States,"5'10""",170 lbs,Whaling City Boxing,Welterweight,14,9,4,1,,14,2,4,0,
/fighter/Doug-Williams-17747,Doug Williams,The Carthage Killer,,,,"Carthage, Texas",United States,"5'10""",225 lbs,,Heavyweight,6,4,1,1,,6,3,7,3,
/fighter/Riley-Miller-326987,Riley Miller,,,,,"Redlands, California",United States,"6'1""",205 lbs,U.S.K.O. Training,Light Heavyweight,0,0,0,0,,0,1,0,0,
/fighter/Mandel-Nallo-121011,Mandel Nallo,,26/07/1989,32,,"Vancouver, British Columbia",Canada,"5'11""",155 lbs,Tristar Gym,Lightweight,8,4,4,0,,8,1,0,0,
/fighter/James-Austen-Heidlage-92579,James Austen Heidlage,Corndog,12/11/1989,31,,"Carthage, Missouri",United States,"5'11""",206 lbs,,Light Heavyweight,9,3,6,0,,9,2,2,1,
/fighter/Bobby-Escalante-52318,Bobby Escalante,,11/07/1989,32,,"Stockton, California",United States,"5'6""",135 lbs,Team Alpha Male,Bantamweight,5,1,4,0,,5,2,3,1,
/fighter/Sergey-Morozov-89693,Sergey Morozov,,14/06/1989,32,,Aktobe,Kazakhstan,"5'6""",135 lbs,Erkin Kush,Bantamweight,17,8,3,6,,17,1,3,1,
/fighter/Marat-Gafurov-74954,Marat Gafurov,Cobra,21/11/1984,36,,"Makhachkala, Republic of Dagestan",Russia,"5'8""",155 lbs,Champion,Lightweight,18,1,12,5,,18,2,1,1,
/fighter/Max-Metino-141659,Max Metino,Ombak,03/05/1975,46,,Jakarta,Indonesia,"5'7""",145 lbs,Synergy,Featherweight,1,0,1,0,,1,0,0,0,
/fighter/Derek-Loffer-96807,Derek Loffer,The Cedar Rapids Psycho,09/02/1988,33,,"Cedar Rapids, Iowa",United States,"5'9""",190 lbs,Down to Fight MMA,Light Heavyweight,10,6,3,1,,10,2,2,1,
/fighter/Carlos-Flores-34542,Carlos Flores,The Yuman Prodigy,,,,"Yuma, Arizona",United States,"0'0""",210 lbs,,Heavyweight,5,2,1,2,,5,2,0,0,
/fighter/Kiefer-Crosbie-61160,Kiefer Crosbie,Big Daddy,05/04/1990,31,,Dublin,Ireland,"6'0""",160 lbs,SBG Ireland,Welterweight,8,3,2,3,0,8,1,1,0,1
/fighter/Ray-Sloan-124537,Ray Sloan,,14/07/1985,36,,"Oceanside, California",United States,"6'1""",202 lbs,Excel Jiu-Jitsu,Light Heavyweight,8,0,6,2,,8,0,0,1,
/fighter/Brandon-Pieper-21153,Brandon Pieper,,,,,"Waipahu, Hawaii",United States,"5'7""",145 lbs,808 Top Team,Featherweight,11,5,3,3,,11,3,10,1,
/fighter/Susovan-Ghosh-83117,Susovan Ghosh,Lil Tiger,,,,"Calcutta, West Bengal",India,"5'6""",145 lbs,Team Relentless,Featherweight,4,1,2,1,,4,5,0,0,
/fighter/Hyun-Jin-Lee-289333,Hyun Jin Lee,The Lion,,,,,South Korea,"6'1""",145 lbs,Ssen Gym,Featherweight,2,1,1,0,,2,1,0,0,
/fighter/Avery-McPhatter-67198,Avery McPhatter,The Irish Hurricane,07/02/1989,32,,"Brandon, Florida",United States,"6'2""",196 lbs,XFC,Light Heavyweight,9,2,5,2,,9,5,3,3,
/fighter/Giga-Chikadze-213745,Giga Chikadze,Ninja,25/08/1988,32,,Tbilisi,Georgia,"6'0""",145 lbs,Kings MMA,Featherweight,13,8,1,4,,13,0,1,1,
/fighter/Nicholas-Musoke-26160,Nicholas Musoke,Nico,05/04/1986,35,,"Botkyrka, Stockholm",Sweden,"6'0""",170 lbs,Allstars Training Center,Welterweight,16,4,5,7,,16,1,1,3,
/fighter/Zhipeng-Liu-253291,Zhipeng Liu,,,,,,China,"5'5""",115 lbs,,Strawweight,5,2,0,3,,5,1,1,2,
/fighter/Isaac-VallieFlagg-8180,Isaac Vallie-Flagg,,08/04/1978,43,,"Santa Fe, New Mexico",United States,"5'8""",159 lbs,Jackson-Wink MMA,Welterweight,16,5,5,6,0,16,0,3,3,1
/fighter/Juan-Quesada-128469,Juan Quesada,Bananas,,,,"Pittsburg, California",United States,"5'10""",155 lbs,El Nino,Lightweight,4,1,2,1,,4,0,2,0,
/fighter/Cory-Hendricks-87323,Cory Hendricks,,10/05/1988,33,,"Las Vegas, Nevada",United States,"6'0""",205 lbs,Syndicate MMA,Light Heavyweight,8,2,5,1,,8,1,0,2,
/fighter/Corey-Davis-136227,Corey Davis,,03/12/1991,29,,"Omaha, Nebraska",United States,"6'0""",170 lbs,Premier Combat Center,Welterweight,6,3,3,0,,6,1,1,1,
/fighter/Bart-Palaszewski-3496,Bart Palaszewski,Bartimus,30/05/1983,38,,"Crystal Lake, Illinois",United States,"5'9""",145 lbs,Team Curran,Featherweight,36,18,10,8,,36,2,3,12,
/fighter/Angelo-Bimoadji-300047,Angelo Bimoadji,The Unicorn King,,,,,Indonesia,"0'0""",115 lbs,IndoGym,Strawweight,1,0,1,0,,1,2,0,0,
/fighter/Chase-Beebe-16027,Chase Beebe,The Rage,29/03/1985,36,,"Chicago, Illinois",United States,"5'7""",137 lbs,Jackson-Wink MMA,Featherweight,24,1,17,6,,24,3,3,7,
/fighter/Fabricio-Andrade-221997,Fabricio Andrade,Wonder Boy,,,,"Fortaleza, Ceara",Brazil,"5'6""",135 lbs,Fighters Unite Dujiangyan,Bantamweight,5,1,2,2,0,5,1,0,0,1
/fighter/Andrew-Craig-63284,Andrew Craig,Highlight,15/01/1986,35,,"Houston, Texas",United States,"6'1""",170 lbs,Team Tooke,Welterweight,9,3,1,5,,9,1,1,2,
/fighter/Da-Peng-Hao-319993,Da Peng Hao,,,,,,China,"0'0""",145 lbs,,Featherweight,1,1,0,0,,1,0,0,0,
/fighter/Claudio-Annicchiarico-220889,Claudio Annicchiarico,,,,,,Italy,"6'2""",185 lbs,,Middleweight,1,1,0,0,,1,2,2,0,
/fighter/Albert-Cheng-63422,Albert Cheng,,07/02/1985,36,,"Mississauga, Ontario",Canada,"5'11""",155 lbs,Evolucao Thai,Lightweight,7,1,2,3,1,7,2,1,1,0
/fighter/Roxanne-Modafferi-8785,Roxanne Modafferi,The Happy Warrior,24/09/1982,38,,"Las Vegas, Nevada",United States,"5'6""",125 lbs,Syndicate MMA,Flyweight,25,4,5,16,,25,1,3,14,
/fighter/Cody-Vidal-127929,Cody Vidal,,,,,New Jersey,United States,"5'10""",190 lbs,,Light Heavyweight,1,1,0,0,,1,2,0,0,
/fighter/Jiacai-Zhang-210439,Jiacai Zhang,,09/08/1995,26,,,China,"5'9""",145 lbs,Beijing Shaolin Martial Arts Academy,Featherweight,8,6,1,1,,8,1,5,4,
/fighter/Paulo-Thiago-13336,Paulo Thiago,Caveira,25/01/1981,40,,"Brasilia, Federal District",Brazil,"5'11""",170 lbs,X-Gym,Welterweight,19,2,10,7,,19,4,0,7,
/fighter/Sultan-Aliev-89761,Sultan Aliev,,17/09/1984,36,,"Derbent, Dagestan",Russia,"5'11""",170 lbs,American Top Team,Welterweight,15,10,0,5,,15,2,0,1,
/fighter/Seung-Woo-Choi-205299,Seung Woo Choi,Sting,03/11/1992,28,,Seoul,South Korea,"5'11""",145 lbs,MOB Training Center,Featherweight,10,6,0,4,,10,1,1,1,
/fighter/Brandon-McDowell-3062,Brandon McDowell,,15/08/1978,42,,"Austin, Texas",United States,"6'2""",183 lbs,City Boxing,Middleweight,32,1,24,6,1,32,14,15,6,0
/fighter/Paul-Craig-110167,Paul Craig,Bearjew,27/11/1987,33,,Coatbridge,Scotland,"6'4""",205 lbs,Scottish Hit Squad,Light Heavyweight,15,3,12,0,,15,3,1,0,
/fighter/Milana-Dudieva-43885,Milana Dudieva,,08/04/1989,32,,"Vladikavkaz, North Ossetia",Russia,"5'5""",126 lbs,Peresvet FT,Flyweight,12,4,6,2,,12,3,2,3,
/fighter/Mike-Nickels-11278,Mike Nickels,Big,13/12/1971,49,,"Denver, Colorado",United States,"6'4""",204 lbs,Colorado Brazilian Jiu-Jitsu,Light Heavyweight,9,3,6,0,,9,1,4,0,
/fighter/Djamil-Chan-78386,Djamil Chan,Dynamite,14/06/1990,31,,Rotterdam,Netherlands,"6'2""",155 lbs,Ruthless Fight Company,Lightweight,15,12,1,2,,15,2,2,5,
/fighter/Vinicius-Zani-57493,Vinicius Zani,The Little Devil,15/01/1988,33,,"Sao Paulo, Sao Paulo",Brazil,"5'5""",135 lbs,Black House,Bantamweight,11,5,2,4,,11,3,1,3,
/fighter/Gurdarshan-Mangat-62374,Gurdarshan Mangat,Gary / Saint Lion,24/01/1987,34,,"Williams Lake, British Columbia",Canada,"5'7""",134 lbs,Revolution Fight Team,Bantamweight,16,5,5,6,,16,2,1,0,
/fighter/Zelg-Galesic-11217,Zelg Galesic,Benkei,16/02/1979,42,,Pula,Croatia,"6'1""",205 lbs,London Shootfighters,Light Heavyweight,11,9,2,0,,11,2,7,0,
/fighter/Jia-Wen-Ma-199403,Jia Wen Ma,Cannon,11/09/1996,24,,Tianjin,China,"5'8""",145 lbs,Tianjin K1 Club,Featherweight,6,3,1,2,,6,2,1,1,
/fighter/John-Gunther-86098,John Gunther,The Machine,24/11/1985,35,,"Lakeville, Ohio",United States,"5'9""",155 lbs,Strong Style Fight Team,Lightweight,5,1,1,3,,5,0,1,0,
/fighter/Vincent-Latoel-4079,Vincent Latoel,Magnivincent,31/03/1979,42,,Deventer,Netherlands,"5'11""",150 lbs,Golden Glory,Lightweight,17,7,7,2,1,17,3,14,1,0
/fighter/Sam-Slater-212331,Sam Slater,,19/03/1994,27,,Dublin,Ireland,"6'1""",155 lbs,SBG Ireland,Lightweight,2,0,1,1,,2,2,0,0,
/fighter/Joey-Soto-136243,Joey Soto,,29/04/1986,35,,"Audrey, Texas",United States,"5'10""",219 lbs,,Heavyweight,0,0,0,0,,0,0,1,2,
/fighter/Charlie-Campbell-286213,Charlie Campbell,The Cannibal,03/06/1995,26,,"East Rockaway, New York",United States,"6'0""",155 lbs,Longo Weidman MMA,Lightweight,4,2,0,2,,4,0,0,1,
/fighter/Jack-Hermansson-61146,Jack Hermansson,The Joker,10/06/1988,33,,Uddevalla,Sweden,"6'1""",185 lbs,Frontline Academy,Middleweight,22,11,6,5,,22,2,2,2,
/fighter/Myles-Price-60233,Myles Price,Magic,23/05/1988,33,,,Ireland,"6'1""",155 lbs,Team Ryano,Lightweight,11,3,2,6,,11,0,3,4,
/fighter/Adrian-Mattheis-232883,Adrian Mattheis,Papua Badboy,14/05/1993,28,,Jakarta,Indonesia,"5'4""",115 lbs,Tiger Shark Fighting Academy,Strawweight,9,4,4,1,,9,2,2,1,
/fighter/Tom-Egan-29690,Tom Egan,The Tank,,,,"Kildare, County Kildare",Ireland,"5'11""",181 lbs,SBG MMA,Middleweight,7,6,0,0,1,7,2,1,2,0
/fighter/Larkyn-Dasch-240991,Larkyn Dasch,,18/09/1996,24,,"Detroit, Michigan",United States,"5'3""",126 lbs,,Flyweight,0,0,0,0,,0,0,0,2,
/fighter/Damian-Vitale-22930,Damian Vitale,,,,,,,"0'0""",0 lbs,,,4,1,1,1,1,4,2,1,0,0
/fighter/Mark-Striegl-50217,Mark Striegl,Mugen,23/06/1988,33,,"Baguio City, Benguet",Philippines,"5'8""",135 lbs,Borneo Tribal Squad,Bantamweight,18,0,14,4,,18,1,2,0,
/fighter/Akhmed-Fararzha-265835,Akhmed Fararzha,,19/08/1994,26,,Amman,Jordan,"5'4""",135 lbs,Warrior Kharkiv,Bantamweight,8,1,6,1,,8,0,2,0,
/fighter/Mike-Zichelle-42682,Mike Zichelle,,,,,"Worcester, Massachusetts",United States,"6'2""",200 lbs,Triumph MMA,Light Heavyweight,8,6,2,0,,8,1,2,1,
/fighter/Paul-Jones-224,Paul Jones,,10/02/1963,58,,"Boys Ranch, Texas",United States,"5'9""",198 lbs,,Light Heavyweight,11,1,6,2,2,11,1,0,0,0
/fighter/Brandon-Laroco-150923,Brandon Laroco,Lil Beast,02/03/1995,26,,"Vallejo, California",United States,"5'7""",139 lbs,Combat Fitness,Featherweight,6,1,4,1,,6,0,0,2,
/fighter/Angela-Lee-173909,Angela Lee,Unstoppable,08/07/1996,25,,"Waipahu, Hawaii",United States,"5'4""",125 lbs,Evolve MMA,Flyweight,10,1,7,2,,10,1,0,1,
/fighter/Shafkat-Khodzhkulov-289335,Shafkat Khodzhkulov,,,,,,Tajikistan,"0'0""",145 lbs,Tigershark Fighting Academy,Featherweight,0,0,0,0,,0,0,2,1,
/fighter/Josh-Schockman-13270,Josh Schockman,The Warhammer,29/12/1980,40,,"Nashville, Tennessee",United States,"6'4""",205 lbs,Dirty South Fight Team,Light Heavyweight,6,5,0,1,,6,1,0,2,
/fighter/Punahele-Soriano-230239,Punahele Soriano,Story Time,22/11/1992,28,,"Wailua, Hawaii",United States,"6'0""",185 lbs,Xtreme Couture,Middleweight,8,5,2,1,,8,0,0,1,
/fighter/Tiki-Ghosn-88,Tiki Ghosn,,09/02/1977,44,,"Huntington Beach, California",United States,"5'10""",169 lbs,,Welterweight,10,2,2,6,,10,4,3,0,
/fighter/Aaron-Derrow-48564,Aaron Derrow,Daddy Long Legs,10/07/1987,34,,"Blue Springs, Missouri",United States,"6'1""",170 lbs,K2L Grindhouse,Welterweight,14,2,10,2,,14,4,0,6,
/fighter/Islam-Sayed-165167,Islam Sayed,,,,,,Egypt,"0'0""",170 lbs,,Welterweight,6,2,4,0,,6,3,2,1,
/fighter/Marcelo-Rojo-92673,Marcelo Rojo,Pitbull,02/07/1988,33,,Cordoba,Argentina,"5'8""",145 lbs,Entram Gym,Featherweight,16,8,6,1,1,16,1,4,2,0
/fighter/Julio-Cesar-Neves-Jr-85818,Julio Cesar Neves Jr.,Morceguinho,25/04/1994,27,,"Balneario Camboriu, Lages",Brazil,"5'10""",145 lbs,Astra Fight Team,Featherweight,35,19,10,6,,35,0,1,0,
/fighter/Jian-Kai-Chee-71944,Jian Kai Chee,,,,,"Kuala Lumpur, Federal Territory",Malaysia,"5'10""",144 lbs,Watcharachai Muay Thai Academy,Featherweight,4,3,0,1,,4,6,3,2,
/fighter/Ahmed-Faez-Anuar-305141,Ahmed Faez Anuar,Eazy,,,,,Brunei,"0'0""",170 lbs,Khalifa MMA,Welterweight,3,0,2,1,,3,0,0,0,
/fighter/Jose-Leon-224441,Jose Leon,El Conquistador,27/08/1994,26,,Illinois,United States,"5'5""",135 lbs,,Bantamweight,0,0,0,0,,0,0,1,0,
/fighter/Eric-Brown-111555,Eric Brown,Encyclopedia,03/04/1983,38,,"New Bedford, Massachusetts",United States,"5'9""",155 lbs,CSW,Lightweight,4,1,3,0,,4,2,1,1,
/fighter/Dan-OConnor-95183,Dan O'Connor,Johnny Irish,17/11/1982,38,,"St. Louis, Missouri",United States,"5'4""",142 lbs,,Featherweight,7,1,6,0,,7,2,4,1,
/fighter/Vince-Cachero-156943,Vince Cachero,The Anomaly,07/11/1989,31,,"Hawthorne, California",United States,"5'6""",135 lbs,Fight Science,Bantamweight,7,2,2,3,,7,2,0,2,
/fighter/Timofey-Nastyukhin-99259,Timofey Nastyukhin,,24/11/1989,31,,"Novokuznetsk, Kemerovo Oblast",Russia,"5'7""",155 lbs,RATI,Lightweight,14,7,4,3,,14,3,2,0,
/fighter/Ali-Yaakub-174311,Ali Yaakub,Captain Malaysia,01/07/1984,37,,"Bandar Tun Hussein Onn, Selangor",Malaysia,"5'4""",125 lbs,Harry Gym Warrior,Flyweight,0,0,0,0,,0,0,2,0,
/fighter/Vladimir-Tokov-236221,Vladimir Tokov,Vova,,,,"Stary Oskol, Belgorod",Russia,"6'0""",155 lbs,FedorTeam,Lightweight,6,1,2,3,,6,0,0,1,
/fighter/Kenny-Booker-50301,Kenny Booker,The Gorilla,25/05/1985,36,,"Rockford, Illinois",United States,"5'7""",170 lbs,,Welterweight,2,0,1,1,,2,0,0,2,
/fighter/John-Harris-49010,John Harris,,,,,,United States,"0'0""",155 lbs,,Lightweight,5,0,3,2,,5,3,1,3,
/fighter/Chuck-Mady-34223,Chuck Mady,The Energiza Bunny,16/10/1988,32,,"Windsor, Ontario",Canada,"5'7""",145 lbs,Mady's School of Martial Arts,Featherweight,6,1,5,0,,6,6,5,0,
/fighter/Anthony-Hernandez-86783,Anthony Hernandez,Fluffy,18/10/1993,27,,"Dunnigan, California",United States,"6'0""",185 lbs,MMA Gold Fight Team,Middleweight,8,1,6,1,,8,1,1,0,
/fighter/Nick-Page-183993,Nick Page,,20/03/1983,38,,"Arlington, Texas",United States,"0'0""",155 lbs,Arlington MMA,Lightweight,0,0,0,0,,0,1,1,1,
/fighter/Constantin-Gnusarev-267835,Constantin Gnusarev,,24/11/1995,25,,Chisinau,Moldova,"5'9""",154 lbs,SBG Ireland,Lightweight,4,1,0,3,,4,0,0,0,
/fighter/Wendle-Lewis-57356,Wendle Lewis,Kojo,,,,"London, Greater London",England,"5'11""",170 lbs,Double K's,Welterweight,8,5,1,2,,8,3,2,0,
/fighter/Ivan-Salaverry-1351,Ivan Salaverry,,11/01/1971,50,,"Seattle, Washington",United States,"6'0""",185 lbs,Ivan Salaverry MMA,Middleweight,14,5,5,4,0,14,4,1,3,1
/fighter/Keith-Mielke-123,Keith Mielke,,,,,"San Diego, California",United States,"5'9""",185 lbs,,Middleweight,0,0,0,0,0,0,3,1,0,1
/fighter/Raoni-Barcelos-94587,Raoni Barcelos,,01/05/1987,34,,"Rio de Janeiro, Rio de Janeiro",Brazil,"5'7""",135 lbs,Rizzo RVT,Bantamweight,16,8,2,6,,16,0,1,1,
/fighter/Khalid-Friggini-375179,Khalid Friggini,Monster,,,,,Morocco,"6'0""",170 lbs,Venum Training Camp Thailand,Welterweight,0,0,0,0,,0,0,1,0,
/fighter/Mindaugas-Gerve-238017,Mindaugas Gerve,,,,,,Lithuania,"6'6""",254 lbs,IFS MMA Club Belfast,Heavyweight,7,3,2,1,1,7,1,0,1,0
/fighter/Ben-Beebe-19473,Ben Beebe,,,,,"Temecula, California",United States,"6'3""",265 lbs,Fight Lab,Heavyweight,7,5,0,2,,7,4,0,1,
/fighter/Anatpong-Bunrad-117787,Anatpong Bunrad,Mak Mak,14/06/1986,35,,"Udon Thani, Isan",Thailand,"5'6""",125 lbs,Phuket Top Team,Flyweight,5,3,1,1,,5,0,1,3,
/fighter/Aaron-Barringer-18116,Aaron Barringer,,,,,,United States,"0'0""",154 lbs,,Lightweight,4,0,4,0,,4,1,0,3,
/fighter/Roger-Bowling-23052,Roger Bowling,Relentless,05/12/1982,38,,"Cincinnati, Ohio",United States,"5'8""",155 lbs,Team Vision,Lightweight,12,8,2,2,,12,4,1,1,
/fighter/Lewis-Rumsey-60663,Lewis Rumsey,The Beast,12/11/1989,31,,"Williamsport, Pennsylvania",United States,"5'10""",205 lbs,Independent,Light Heavyweight,13,5,4,4,,13,4,6,5,
/fighter/Nick-Penner-23736,Nick Penner,The Quiet Assassin,26/03/1980,41,,"Blumenort, Manitoba",Canada,"6'0""",205 lbs,Frank Lee's Muay Thai,Light Heavyweight,11,5,4,2,,11,2,0,1,
/fighter/Jim-Hettes-48046,Jim Hettes,The Kid,09/06/1987,34,,"Swoyersville, Pennsylvania",United States,"5'9""",145 lbs,Northeast Jiu-Jitsu,Featherweight,11,0,10,1,,11,2,0,1,
/fighter/Mike-Bernhard-16450,Mike Bernhard,El Gringo Diablo,28/02/1985,36,,"Prospect, Ohio",United States,"6'3""",186 lbs,,Middleweight,9,6,1,1,1,9,1,4,0,0
/fighter/Gilberto-Galvao-18957,Gilberto Galvao,Giba,09/03/1982,39,,"Sao Paulo, Sao Paulo",Brazil,"5'10""",185 lbs,Astra Fight Team,Middleweight,30,3,15,12,0,30,4,1,1,1
/fighter/Shuai-Chang-242123,Shuai Chang,,,,,,China,"5'10""",170 lbs,Baoding Hunter,Welterweight,3,0,2,1,,3,3,2,0,
/fighter/Cindy-Dandois-42457,Cindy Dandois,Battlecat,26/10/1984,36,,Deurne,Belgium,"5'7""",135 lbs,Lynx MMA,Bantamweight,16,5,8,2,1,16,1,2,4,0
/fighter/Aaron-Phillips-55298,Aaron Phillips,,05/08/1989,32,,"Lafayette, Louisiana",United States,"5'9""",135 lbs,Gladiators Academy,Bantamweight,12,6,2,4,,12,1,1,2,
/fighter/Sumiko-Inaba-290921,Sumiko Inaba,Lady Samurai,06/02/1991,30,,Hawaii,United States,"5'4""",125 lbs,,Flyweight,2,2,0,0,,2,0,0,0,
/fighter/Bryan-Caraway-13791,Bryan Caraway,Kid Lightning,04/08/1984,37,,"Seattle, Washington",United States,"5'9""",135 lbs,Xtreme Couture,Bantamweight,22,2,16,4,,22,2,2,5,
/fighter/Chris-Soliz-190975,Chris Soliz,,14/01/1998,23,,"Houston, Texas",United States,"5'6""",135 lbs,4oz. Fight Club,Bantamweight,0,0,0,0,,0,0,1,0,
/fighter/Kevin-Morris-100349,Kevin Morris,The Silent Spartan,20/09/1990,30,,"Milwaukee, Wisconsin",United States,"5'6""",158 lbs,,Welterweight,5,1,2,2,,5,2,2,0,
/fighter/Austin-Springer-41861,Austin Springer,,12/05/1987,34,,"Vancouver, Washington",United States,"5'8""",151 lbs,Vancouver Elite Martial Arts,Lightweight,12,7,2,3,,12,1,2,1,
/fighter/Chuka-Willis-122799,Chuka Willis,The Lion King,09/05/1993,28,,"Emporia, Kansas",United States,"5'11""",145 lbs,American Top Team HD,Featherweight,10,5,1,4,,10,1,1,4,
/fighter/Jingpeng-Liu-125709,Jingpeng Liu,,,,,,China,"0'0""",135 lbs,,Bantamweight,1,1,0,0,,1,3,0,0,
/fighter/Douglas-Evans-18184,Douglas Evans,,10/10/1980,40,,"Anchorage, Alaska",United States,"5'9""",144 lbs,AK Wolfpack,Featherweight,13,2,8,3,,13,3,4,3,
/fighter/Gokhan-Saricam-291351,Gokhan Saricam,,,,,Istanbul,Turkey,"6'3""",240 lbs,,Heavyweight,5,4,1,0,,5,0,1,0,
/fighter/Daniel-Roberts-23999,Daniel Roberts,Ninja,05/08/1980,41,,"Rockford, Illinois",United States,"5'10""",170 lbs,Cesar Gracie Fight Team,Welterweight,15,1,10,4,,15,1,1,5,
/fighter/Roman-Kushnir-267231,Roman Kushnir,,,,,Ramat Gan,Israel,"0'0""",265 lbs,,Heavyweight,0,0,0,0,,0,1,0,0,
/fighter/Quang-Loc-Tran-231323,Quang Loc Tran,,01/07/1989,32,,"Thanh Pho, Ho Chi Minh",Vietnam,"5'7""",154 lbs,,Lightweight,1,1,0,0,,1,0,0,0,
/fighter/Nuerdanbieke-Shayilan-245853,Nuerdanbieke Shayilan,Wolverine,04/05/1994,27,,Heilongjiang,China,"5'8""",145 lbs,China Top Team,Featherweight,19,9,5,5,,19,1,4,2,
/fighter/Kuniyoshi-Hironaka-2575,Kuniyoshi Hironaka,,17/06/1976,45,,Yamaguchi,Japan,"5'10""",153 lbs,Master Japan,Lightweight,23,7,8,8,,23,6,1,2,
/fighter/Natanial-Parisi-267227,Natanial Parisi,,,,,Nahariya,Israel,"0'0""",145 lbs,,Featherweight,1,0,1,0,,1,0,0,0,
/fighter/Kelly-Faszholz-117453,Kelly Faszholz,,09/04/1984,37,,"Santa Rosa, California",United States,"5'8""",135 lbs,Nor-Cal Fighting Alliance,Bantamweight,4,0,3,1,,4,1,0,1,
/fighter/Dan-Vinni-35904,Dan Vinni,,04/08/1987,34,,"London, Greater London",England,"6'2""",170 lbs,Rumble Sports,Welterweight,16,7,9,0,,16,8,6,3,
/fighter/Mohammed-Walid-122893,Mohammed Walid,,,,,Dubai,United Arab Emirates,"0'0""",170 lbs,,Welterweight,5,2,3,0,,5,0,0,0,
/fighter/Nick-Garcia-32029,Nick Garcia,Nitro,,,,"Carlsbad, California",United States,"5'4""",125 lbs,Blackline MMA,Flyweight,8,2,5,1,,8,0,0,3,
/fighter/Kealii-Kanekoa-48366,Kealii Kanekoa,The Saint,,,,Hawaii,United States,"6'2""",170 lbs,,Welterweight,2,2,0,0,,2,0,2,1,
/fighter/Luan-Chagas-113505,Luan Chagas,Tarzan,17/06/1993,28,,"Navirai, Mato Grosso do Sul",Brazil,"5'11""",170 lbs,Gile Ribeiro Team,Welterweight,15,6,9,0,,15,1,2,0,
/fighter/Matt-Hunt-66296,Matt Hunt,,12/09/1988,32,,"Grand Prairie, Texas",United States,"5'6""",145 lbs,,Featherweight,7,4,2,1,,7,1,1,2,
/fighter/LorawntT-Nelson-59364,Lorawnt-T Nelson,Smash,17/05/1990,31,,"Arvada, Colorado",United States,"6'0""",165 lbs,Grudge Training Center,Welterweight,9,5,2,2,,9,0,3,4,
/fighter/John-Moraga-55159,John Moraga,Chicano,20/03/1984,37,,"Phoenix, Arizona",United States,"5'6""",125 lbs,Arizona Combat Sports,Flyweight,19,3,8,8,,19,2,1,4,
/fighter/Luis-Sergio-Melo-Jr-7840,Luis Sergio Melo Jr.,Sergio Junior,11/03/1981,40,,"Natal, Rio Grande do Norte",Brazil,"5'10""",170 lbs,Renovacao Fight Team,Welterweight,30,12,14,4,,30,4,2,10,
/fighter/Doug-Marshall-9510,Doug Marshall,The Rhino,03/02/1977,44,,"Visalia, California",United States,"5'10""",185 lbs,Elite Team,Middleweight,18,13,3,2,,18,7,1,0,
/fighter/Justin-Patterson-83742,Justin Patterson,The Tactician,07/12/1985,35,,"Arlington, Texas",United States,"5'10""",170 lbs,All Powers Fitness and Fighting,Welterweight,11,5,1,5,,11,2,2,2,
/fighter/Roland-Delorme-37351,Roland Delorme,Stunning,18/12/1983,37,,"Winnipeg, Manitoba",Canada,"5'9""",135 lbs,Winnipeg Academy of MMA,Bantamweight,9,2,6,1,,9,1,1,3,
/fighter/Oli-Thompson-54543,Oli Thompson,The Spartan,02/01/1980,41,,"Hove, East Sussex",England,"6'1""",205 lbs,ZT Fight Skool,Light Heavyweight,21,13,4,3,1,21,7,2,4,0
/fighter/Joe-Williams-75735,Joe Williams,Mongo,22/07/1985,36,,"Huntington Beach, California",United States,"5'10""",170 lbs,Empire Training Center,Welterweight,9,4,3,2,,9,0,1,1,
/fighter/Quinton-McCottrell-19623,Quinton McCottrell,,31/01/1983,38,,"Carbondale, Illinois",United States,"5'9""",168 lbs,,Welterweight,15,4,9,2,,15,6,11,10,
/fighter/Owen-Evinger-32017,Owen Evinger,Country Boy,03/09/1983,37,,"Kansas City, Missouri",United States,"5'8""",135 lbs,,Bantamweight,8,0,5,3,,8,2,3,1,
