date,result,fighter,opponent,division,stance,dob,method,total_comp_time,round,time,reach,height,age,knockdowns_x,sub_attempts_x,reversals,control_x,takedowns_attempts,total_strikes_attempts_x,sub_attempts_per_min,takedowns_attempts_per_min,sig_strikes_attempts_per_min,avg_knockdowns,avg_sub_attempts,avg_reversals,avg_control,avg_takedowns_attempts,avg_sig_strikes_landed,avg_sig_strikes_attempts,avg_total_strikes_attempts,gender,year,fighter_type
2014-05-31,0,Marcio Alexandre Junior,Warlley Alves,Welterweight,Southpaw,1989-05-05,SUB,625,3,0:25,75.0,72.0,33.0,0,0,0,5,1,36,0.0,0.096,2.016,0.0,0.0,0.0,5.0,1.0,8.0,21.0,36.0,Male,2014,Controller_Wrestler
2014-12-20,0,Marcio Alexandre Junior,Tim Means,Welterweight,Southpaw,1989-05-05,S-DEC,900,3,5:00,75.0,72.0,33.0,0,0,0,106,4,109,0.0,0.2666666666666666,5.333333333333333,0.0,0.0,0.0,55.5,2.5,22.0,50.5,72.5,Male,2014,Controller_Wrestler
2015-12-12,0,Marcio Alexandre Junior,Court McGee,Welterweight,Southpaw,1989-05-05,U-DEC,900,3,5:00,75.0,72.0,33.0,0,1,0,5,0,53,0.0666666666666666,0.0,3.2,0.0,0.3333333333333333,0.0,38.66666666666666,1.6666666666666667,22.33333333333333,49.66666666666666,66.0,Male,2015,Controller_Wrestler
2014-05-31,1,Warlley Alves,Marcio Alexandre Junior,Welterweight,Orthodox,1991-01-04,SUB,625,3,0:25,72.0,71.0,31.0,1,1,0,458,3,67,0.096,0.288,3.744,1.0,1.0,0.0,458.0,3.0,19.0,39.0,67.0,Male,2014,Submission_Specialist
2014-11-08,1,Warlley Alves,Alan Jouban,Welterweight,Orthodox,1991-01-04,U-DEC,900,3,5:00,72.0,71.0,31.0,0,1,0,240,1,111,0.0666666666666666,0.0666666666666666,7.066666666666666,0.5,1.0,0.0,349.0,2.0,33.0,72.5,89.0,Male,2014,Submission_Specialist
2015-08-01,1,Warlley Alves,Nordine Taleb,Welterweight,Orthodox,1991-01-04,SUB,551,2,4:11,72.0,71.0,31.0,0,1,0,258,3,46,0.1088929219600726,0.3266787658802177,4.137931034482759,0.3333333333333333,1.0,0.0,318.6666666666667,2.333333333333333,27.666666666666668,61.0,74.66666666666667,Male,2015,Submission_Specialist
2015-12-12,1,Warlley Alves,Colby Covington,Welterweight,Orthodox,1991-01-04,SUB,86,1,1:26,72.0,71.0,31.0,0,1,0,0,0,4,0.6976744186046512,0.0,2.7906976744186047,0.25,1.0,0.0,239.0,1.75,21.25,46.75,57.0,Male,2015,Submission_Specialist
2016-05-14,0,Warlley Alves,Bryan Barberena,Welterweight,Orthodox,1991-01-04,U-DEC,900,3,5:00,72.0,71.0,31.0,0,1,0,115,2,139,0.0666666666666666,0.1333333333333333,9.066666666666666,0.2,1.0,0.0,214.2,1.8,32.8,64.6,73.4,Male,2016,Submission_Specialist
2016-11-19,0,Warlley Alves,Kamaru Usman,Welterweight,Orthodox,1991-01-04,U-DEC,900,3,5:00,72.0,71.0,31.0,0,1,0,0,0,74,0.0666666666666666,0.0,4.866666666666666,0.1666666666666666,1.0,0.0,178.5,1.5,31.5,66.0,73.5,Male,2016,Submission_Specialist
2017-10-21,1,Warlley Alves,Salim Touahri,Welterweight,Orthodox,1991-01-04,U-DEC,900,3,5:00,72.0,71.0,31.0,0,0,0,225,7,113,0.0,0.4666666666666667,6.333333333333333,0.1428571428571428,0.8571428571428571,0.0,185.14285714285717,2.2857142857142856,32.42857142857143,70.14285714285714,79.14285714285714,Male,2017,Submission_Specialist
2018-05-12,1,Warlley Alves,Sultan Aliev,Welterweight,Orthodox,1991-01-04,KO/TKO,600,2,5:00,72.0,71.0,31.0,0,0,0,204,1,78,0.0,0.1,5.0,0.125,0.75,0.0,187.5,2.125,32.0,67.625,79.0,Male,2018,Submission_Specialist
2018-08-25,0,Warlley Alves,James Krause,Welterweight,Orthodox,1991-01-04,KO/TKO,448,2,2:28,72.0,71.0,31.0,0,0,0,63,1,78,0.0,0.1339285714285714,8.571428571428571,0.1111111111111111,0.6666666666666666,0.0,173.66666666666666,2.0,31.55555555555556,67.22222222222223,78.88888888888889,Male,2018,Submission_Specialist
2019-05-11,1,Warlley Alves,Sergio Moraes,Welterweight,Orthodox,1991-01-04,KO/TKO,853,3,4:13,72.0,71.0,31.0,1,0,0,1,0,157,0.0,0.0,11.04337631887456,0.2,0.6,0.0,156.4,1.8,35.6,76.2,86.7,Male,2019,Submission_Specialist
2019-11-16,0,Warlley Alves,Randy Brown,Welterweight,Orthodox,1991-01-04,SUB,382,2,1:22,72.0,71.0,31.0,0,2,0,258,3,18,0.3141361256544502,0.4712041884816754,1.7277486910994766,0.1818181818181818,0.7272727272727273,0.0,165.63636363636363,1.9090909090909087,32.63636363636363,70.27272727272727,80.45454545454545,Male,2019,Submission_Specialist
2021-01-20,1,Warlley Alves,Mounir Lazzez,Welterweight,Orthodox,1991-01-04,KO/TKO,155,1,2:35,72.0,71.0,31.0,1,0,0,96,1,30,0.0,0.3870967741935484,8.129032258064516,0.25,0.6666666666666666,0.0,159.83333333333334,1.8333333333333333,31.33333333333333,66.16666666666667,76.25,Male,2021,Submission_Specialist
2021-06-26,0,Warlley Alves,Jeremiah Wells,Welterweight,Orthodox,1991-01-04,KO/TKO,330,2,0:30,72.0,71.0,31.0,0,1,1,22,1,17,0.1818181818181818,0.1818181818181818,3.090909090909091,0.2307692307692307,0.6923076923076923,0.0769230769230769,149.23076923076923,1.7692307692307692,30.07692307692308,62.38461538461539,71.6923076923077,Male,2021,Submission_Specialist
2014-05-31,0,Vitor Miranda,Antonio Carlos Junior,Middleweight,Orthodox,1979-03-10,U-DEC,900,3,5:00,77.0,73.0,43.0,0,0,0,120,1,136,0.0,0.0666666666666666,3.1333333333333333,0.0,0.0,0.0,120.0,1.0,21.0,47.0,136.0,Male,2014,Volume_Striker
2014-12-20,1,Vitor Miranda,Jake Collier,Middleweight,Orthodox,1979-03-10,KO/TKO,299,1,4:59,77.0,73.0,43.0,0,0,0,1,0,26,0.0,0.0,4.214046822742475,0.0,0.0,0.0,60.5,0.5,17.5,34.0,81.0,Male,2014,Volume_Striker
2015-08-01,1,Vitor Miranda,Clint Hester,Middleweight,Orthodox,1979-03-10,KO/TKO,458,2,2:38,77.0,73.0,43.0,0,0,0,205,1,114,0.0,0.131004366812227,9.82532751091703,0.0,0.0,0.0,108.66666666666669,0.6666666666666666,30.666666666666668,47.66666666666666,92.0,Male,2015,Volume_Striker
2016-03-05,1,Vitor Miranda,Marcelo Guimaraes,Middleweight,Orthodox,1979-03-10,KO/TKO,369,2,1:09,77.0,73.0,43.0,0,0,0,2,0,87,0.0,0.0,11.544715447154472,0.0,0.0,0.0,82.0,0.5,34.5,53.5,90.75,Male,2016,Volume_Striker
2016-05-29,0,Vitor Miranda,Chris Camozzi,Middleweight,Orthodox,1979-03-10,U-DEC,900,3,5:00,77.0,73.0,43.0,0,0,0,14,2,116,0.0,0.1333333333333333,6.133333333333334,0.0,0.0,0.0,68.4,0.8,33.0,61.2,95.8,Male,2016,Volume_Striker
2017-06-25,0,Vitor Miranda,Marvin Vettori,Middleweight,Orthodox,1979-03-10,U-DEC,900,3,5:00,77.0,73.0,43.0,0,0,0,13,1,186,0.0,0.0666666666666666,10.733333333333333,0.0,0.0,0.0,59.16666666666666,0.8333333333333334,36.0,77.83333333333333,110.83333333333331,Male,2017,Volume_Striker
2018-07-22,0,Vitor Miranda,Abu Azaitar,Middleweight,Orthodox,1979-03-10,U-DEC,900,3,5:00,77.0,73.0,43.0,0,1,1,297,4,91,0.0666666666666666,0.2666666666666666,3.0,0.0,0.1428571428571428,0.1428571428571428,93.14285714285714,1.2857142857142858,33.57142857142857,73.14285714285714,108.0,Male,2018,Volume_Striker
2014-05-31,1,Antonio Carlos Junior,Vitor Miranda,Middleweight,Orthodox,1990-03-16,U-DEC,900,3,5:00,79.0,74.0,32.0,0,1,0,511,6,85,0.0666666666666666,0.4,4.666666666666667,0.0,1.0,0.0,511.0,6.0,19.0,70.0,85.0,Male,2014,Submission_Specialist
2014-12-20,0,Antonio Carlos Junior,Patrick Cummins,Middleweight,Orthodox,1990-03-16,U-DEC,900,3,5:00,79.0,74.0,32.0,0,1,0,37,2,32,0.0666666666666666,0.1333333333333333,1.9333333333333331,0.0,1.0,0.0,274.0,4.0,15.5,49.5,58.5,Male,2014,Submission_Specialist
2015-06-27,1,Antonio Carlos Junior,Eddie Gordon,Middleweight,Orthodox,1990-03-16,SUB,877,3,4:37,79.0,74.0,32.0,0,1,0,441,8,119,0.0684150513112884,0.5473204104903079,5.336374002280501,0.0,1.0,0.0,329.6666666666667,5.333333333333333,23.666666666666668,59.0,78.66666666666667,Male,2015,Submission_Specialist
2015-12-10,0,Antonio Carlos Junior,Kevin Casey,Middleweight,Orthodox,1990-03-16,DRAW,11,1,0:11,79.0,74.0,32.0,0,0,0,0,0,4,0.0,0.0,21.81818181818182,0.0,0.75,0.0,247.25,4.0,18.0,45.25,60.0,Male,2015,Submission_Specialist
2016-03-19,0,Antonio Carlos Junior,Daniel Kelly,Middleweight,Orthodox,1990-03-16,KO/TKO,696,3,1:36,79.0,74.0,32.0,0,0,0,298,9,87,0.0,0.7758620689655172,5.344827586206897,0.0,0.6,0.0,257.4,5.0,21.0,48.6,65.4,Male,2016,Submission_Specialist
2016-09-17,1,Antonio Carlos Junior,Leonardo Guimaraes,Middleweight,Orthodox,1990-03-16,SUB,886,3,4:46,79.0,74.0,32.0,0,1,1,613,14,142,0.0677200902934537,0.948081264108352,4.063205417607223,0.0,0.6666666666666666,0.1666666666666666,316.6666666666667,6.5,22.83333333333333,50.5,78.16666666666667,Male,2016,Submission_Specialist
2016-12-30,1,Antonio Carlos Junior,Marvin Vettori,Middleweight,Orthodox,1990-03-16,U-DEC,900,3,5:00,79.0,74.0,32.0,0,0,0,334,13,94,0.0,0.8666666666666667,5.0,0.0,0.5714285714285714,0.1428571428571428,319.1428571428572,7.428571428571429,23.571428571428573,54.0,80.42857142857143,Male,2016,Submission_Specialist
2017-06-03,1,Antonio Carlos Junior,Eric Spicely,Middleweight,Orthodox,1990-03-16,SUB,529,2,3:49,79.0,74.0,32.0,0,2,0,288,1,56,0.2268431001890359,0.1134215500945179,2.608695652173913,0.0,0.75,0.125,315.25,6.625,22.125,50.125,77.375,Male,2017,Submission_Specialist
2017-10-28,1,Antonio Carlos Junior,Jack Marshman,Middleweight,Orthodox,1990-03-16,SUB,270,1,4:30,79.0,74.0,32.0,0,1,0,189,1,51,0.2222222222222222,0.2222222222222222,6.0,0.0,0.7777777777777778,0.1111111111111111,301.22222222222223,6.0,20.88888888888889,47.55555555555556,74.44444444444444,Male,2017,Submission_Specialist
2018-04-14,1,Antonio Carlos Junior,Tim Boetsch,Middleweight,Orthodox,1990-03-16,SUB,268,1,4:28,79.0,74.0,32.0,0,1,0,90,2,52,0.2238805970149253,0.4477611940298507,10.746268656716415,0.0,0.8,0.1,280.1,5.6,21.9,47.6,72.2,Male,2018,Submission_Specialist
2019-05-18,0,Antonio Carlos Junior,Ian Heinisch,Middleweight,Orthodox,1990-03-16,U-DEC,900,3,5:00,79.0,74.0,32.0,0,0,1,384,11,43,0.0,0.7333333333333333,2.2,0.0,0.7272727272727273,0.1818181818181818,289.54545454545456,6.090909090909091,21.272727272727277,46.27272727272727,69.54545454545455,Male,2019,Submission_Specialist
2019-09-14,0,Antonio Carlos Junior,Uriah Hall,Middleweight,Orthodox,1990-03-16,S-DEC,900,3,5:00,79.0,74.0,32.0,0,0,0,642,8,148,0.0,0.5333333333333333,4.6,0.0,0.6666666666666666,0.1666666666666666,318.9166666666667,6.25,21.33333333333333,48.16666666666666,76.08333333333333,Male,2019,Submission_Specialist
2021-01-23,0,Antonio Carlos Junior,Brad Tavares,Middleweight,Orthodox,1990-03-16,U-DEC,900,3,5:00,79.0,74.0,32.0,0,0,0,388,12,135,0.0,0.8,6.866666666666666,0.0,0.6153846153846154,0.1538461538461538,324.2307692307692,6.6923076923076925,22.307692307692307,52.38461538461539,80.61538461538461,Male,2021,Submission_Specialist
2014-06-07,0,Roger Narvaez,Patrick Cummins,Middleweight,Southpaw,1983-09-09,KO/TKO,448,2,2:28,75.0,75.0,38.0,0,0,0,0,0,23,0.0,0.0,2.946428571428571,0.0,0.0,0.0,0.0,0.0,3.0,22.0,23.0,Male,2014,Submission_Specialist
2014-11-22,1,Roger Narvaez,Luke Barnatt,Middleweight,Southpaw,1983-09-09,S-DEC,900,3,5:00,75.0,75.0,38.0,1,2,0,221,2,127,0.1333333333333333,0.1333333333333333,7.333333333333333,0.5,1.0,0.0,110.5,1.0,25.5,66.0,75.0,Male,2014,Submission_Specialist
2015-03-14,0,Roger Narvaez,Elias Theodorou,Middleweight,Southpaw,1983-09-09,KO/TKO,547,2,4:07,75.0,75.0,38.0,0,0,0,0,0,50,0.0,0.0,5.374771480804387,0.3333333333333333,0.6666666666666666,0.0,73.66666666666667,0.6666666666666666,22.33333333333333,60.333333333333336,66.66666666666667,Male,2015,Submission_Specialist
2014-06-07,0,Jake Lindsey,Jon Tuck,Lightweight,Switch,1986-06-21,KO/TKO,767,3,2:47,71.0,71.0,36.0,0,0,0,148,2,144,0.0,0.1564537157757496,5.867014341590613,0.0,0.0,0.0,148.0,2.0,49.0,75.0,144.0,Male,2014,Controller_Wrestler
2014-10-04,0,Jake Lindsey,Olivier Aubin-Mercier,Lightweight,Switch,1986-06-21,SUB,502,2,3:22,71.0,71.0,36.0,0,0,0,40,1,111,0.0,0.1195219123505976,6.215139442231076,0.0,0.0,0.0,94.0,1.5,36.5,63.5,127.5,Male,2014,Controller_Wrestler
2015-03-14,0,Jake Lindsey,Joe Duffy,Lightweight,Switch,1986-06-21,KO/TKO,107,1,1:47,71.0,71.0,36.0,0,0,0,0,0,23,0.0,0.0,12.897196261682245,0.0,0.0,0.0,62.66666666666666,1.0,26.33333333333333,50.0,92.66666666666669,Male,2015,Controller_Wrestler
2014-06-14,0,Josh Shockley,Jason Saggo,Lightweight,Orthodox,1989-11-15,KO/TKO,297,1,4:57,73.0,73.0,32.0,0,1,0,33,0,20,0.202020202020202,0.0,2.4242424242424243,0.0,1.0,0.0,33.0,0.0,6.0,12.0,20.0,Male,2014,Submission_Specialist
2015-02-22,0,Josh Shockley,Ivan Jorge,Lightweight,Orthodox,1989-11-15,U-DEC,900,3,5:00,73.0,73.0,32.0,0,0,0,82,2,87,0.0,0.1333333333333333,4.8,0.0,0.5,0.0,57.5,1.0,14.0,42.0,53.5,Male,2015,Submission_Specialist
2014-06-14,1,Jason Saggo,Josh Shockley,Lightweight,Orthodox,1985-11-23,KO/TKO,297,1,4:57,71.0,71.0,36.0,0,0,0,221,3,45,0.0,0.6060606060606061,4.848484848484849,0.0,0.0,0.0,221.0,3.0,10.0,24.0,45.0,Male,2014,Controller_Wrestler
2014-10-04,0,Jason Saggo,Paul Felder,Lightweight,Orthodox,1985-11-23,S-DEC,900,3,5:00,71.0,71.0,36.0,1,0,1,439,16,77,0.0,1.0666666666666669,3.333333333333333,0.5,0.0,0.5,330.0,9.5,19.5,37.0,61.0,Male,2014,Controller_Wrestler
2016-03-05,1,Jason Saggo,Justin Salas,Lightweight,Orthodox,1985-11-23,KO/TKO,271,1,4:31,71.0,71.0,36.0,0,0,1,141,0,56,0.0,0.0,7.749077490774908,0.3333333333333333,0.0,0.6666666666666666,267.0,6.333333333333333,19.666666666666668,36.333333333333336,59.333333333333336,Male,2016,Controller_Wrestler
2016-06-18,1,Jason Saggo,Leandro Silva,Lightweight,Orthodox,1985-11-23,S-DEC,900,3,5:00,71.0,71.0,36.0,0,0,0,201,2,160,0.0,0.1333333333333333,8.8,0.25,0.0,0.5,250.5,5.25,26.75,60.25,84.5,Male,2016,Controller_Wrestler
2016-12-10,0,Jason Saggo,Rustam Khabilov,Lightweight,Orthodox,1985-11-23,U-DEC,900,3,5:00,71.0,71.0,36.0,0,0,0,0,2,100,0.0,0.1333333333333333,4.8,0.2,0.0,0.4,200.4,4.6,25.2,62.6,87.6,Male,2016,Controller_Wrestler
2017-09-16,0,Jason Saggo,Gilbert Burns,Lightweight,Orthodox,1985-11-23,KO/TKO,595,2,4:55,71.0,71.0,36.0,0,0,0,63,2,99,0.0,0.2016806722689075,9.277310924369749,0.1666666666666666,0.0,0.3333333333333333,177.5,4.166666666666667,26.83333333333333,67.5,89.5,Male,2017,Controller_Wrestler
2014-06-14,1,Michinori Tanaka,Roland Delorme,Bantamweight,Orthodox,1990-10-04,U-DEC,900,3,5:00,67.0,65.0,31.0,0,1,1,613,4,103,0.0666666666666666,0.2666666666666666,2.466666666666667,0.0,1.0,1.0,613.0,4.0,21.0,37.0,103.0,Male,2014,Volume_Striker
2014-09-20,0,Michinori Tanaka,Kyung Ho Kang,Bantamweight,Orthodox,1990-10-04,S-DEC,900,3,5:00,67.0,65.0,31.0,0,0,4,346,9,81,0.0,0.6,4.066666666666666,0.0,0.5,2.5,479.5,6.5,21.5,49.0,92.0,Male,2014,Volume_Striker
2016-01-02,1,Michinori Tanaka,Joe Soto,Bantamweight,Orthodox,1990-10-04,S-DEC,900,3,5:00,67.0,65.0,31.0,0,0,0,306,6,202,0.0,0.4,12.666666666666666,0.0,0.3333333333333333,1.6666666666666667,421.6666666666667,6.333333333333333,33.333333333333336,96.0,128.66666666666666,Male,2016,Volume_Striker
2016-09-24,0,Michinori Tanaka,Rani Yahya,Bantamweight,Orthodox,1990-10-04,U-DEC,900,3,5:00,67.0,65.0,31.0,0,0,2,354,4,144,0.0,0.2666666666666666,2.2666666666666666,0.0,0.25,1.75,404.75,5.75,30.0,80.5,132.5,Male,2016,Volume_Striker
2017-02-04,0,Michinori Tanaka,Ricardo Ramos,Bantamweight,Orthodox,1990-10-04,U-DEC,900,3,5:00,67.0,65.0,31.0,0,0,0,211,8,103,0.0,0.5333333333333333,4.866666666666666,0.0,0.2,1.4,366.0,6.2,29.6,79.0,126.6,Male,2017,Volume_Striker
2014-06-14,0,Kajan Johnson,Tae Hyun Bang,Lightweight,Orthodox,1984-04-21,KO/TKO,721,3,2:01,75.0,71.0,38.0,0,0,1,105,9,91,0.0,0.7489597780859917,7.572815533980582,0.0,0.0,1.0,105.0,9.0,29.0,91.0,91.0,Male,2014,Knockout_Artist
2015-05-16,1,Kajan Johnson,Zhang Lipeng,Lightweight,Orthodox,1984-04-21,U-DEC,900,3,5:00,75.0,71.0,38.0,0,1,0,385,11,54,0.0666666666666666,0.7333333333333333,3.4,0.0,0.5,0.5,245.0,10.0,24.5,71.0,72.5,Male,2015,Knockout_Artist
2015-09-26,1,Kajan Johnson,Naoyuki Kotani,Lightweight,Orthodox,1984-04-21,U-DEC,900,3,5:00,75.0,71.0,38.0,1,0,0,67,0,108,0.0,0.0,6.933333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333,185.66666666666663,6.666666666666667,35.333333333333336,82.0,84.33333333333333,Male,2015,Knockout_Artist
2017-09-09,1,Kajan Johnson,Adriano Martins,Lightweight,Orthodox,1984-04-21,KO/TKO,649,3,0:49,75.0,71.0,38.0,1,0,0,1,0,63,0.0,0.0,5.824345146379045,0.5,0.25,0.25,139.5,5.0,33.0,77.25,79.0,Male,2017,Knockout_Artist
2018-03-17,1,Kajan Johnson,Stevie Ray,Lightweight,Orthodox,1984-04-21,S-DEC,900,3,5:00,75.0,71.0,38.0,0,0,0,254,4,58,0.0,0.2666666666666666,3.6,0.4,0.2,0.2,162.4,4.8,33.0,72.6,74.8,Male,2018,Knockout_Artist
2018-07-28,0,Kajan Johnson,Islam Makhachev,Lightweight,Orthodox,1984-04-21,SUB,283,1,4:43,75.0,71.0,38.0,0,0,0,0,0,17,0.0,0.0,3.604240282685512,0.3333333333333333,0.1666666666666666,0.1666666666666666,135.33333333333334,4.0,28.666666666666668,63.333333333333336,65.16666666666667,Male,2018,Knockout_Artist
2018-09-15,0,Kajan Johnson,Rustam Khabilov,Lightweight,Orthodox,1984-04-21,S-DEC,900,3,5:00,75.0,71.0,38.0,0,0,0,0,0,137,0.0,0.0,8.2,0.2857142857142857,0.1428571428571428,0.1428571428571428,116.0,3.4285714285714284,30.857142857142858,71.85714285714286,75.42857142857143,Male,2018,Knockout_Artist
2014-06-14,0,Elizabeth Phillips,Valerie Letourneau,Women's Bantamweight,Orthodox,1986-08-20,S-DEC,900,3,5:00,65.0,66.0,35.0,0,0,0,125,3,272,0.0,0.2,18.0,0.0,0.0,0.0,125.0,3.0,67.0,270.0,272.0,Female,2014,Volume_Striker
2014-08-23,0,Elizabeth Phillips,Milana Dudieva,Women's Bantamweight,Orthodox,1986-08-20,S-DEC,900,3,5:00,65.0,66.0,35.0,0,0,2,453,0,83,0.0,0.0,3.6,0.0,0.0,1.0,289.0,1.5,46.0,162.0,177.5,Female,2014,Volume_Striker
2015-07-25,1,Elizabeth Phillips,Jessamyn Duke,Women's Bantamweight,Orthodox,1986-08-20,U-DEC,900,3,5:00,65.0,66.0,35.0,0,1,0,401,4,140,0.0666666666666666,0.2666666666666666,6.733333333333333,0.0,0.3333333333333333,0.6666666666666666,326.3333333333333,2.333333333333333,47.0,141.66666666666666,165.0,Female,2015,Volume_Striker
2016-08-20,0,Elizabeth Phillips,Raquel Pennington,Women's Bantamweight,Orthodox,1986-08-20,U-DEC,900,3,5:00,65.0,66.0,35.0,0,0,1,399,5,58,0.0,0.3333333333333333,2.2666666666666666,0.0,0.25,0.75,344.5,3.0,39.0,114.75,138.25,Female,2016,Volume_Striker
2014-06-14,1,Valerie Letourneau,Elizabeth Phillips,Women's Strawweight,Orthodox,1983-04-29,S-DEC,900,3,5:00,68.0,67.0,39.0,0,0,0,1,2,278,0.0,0.1333333333333333,18.33333333333333,0.0,0.0,0.0,1.0,2.0,104.0,275.0,278.0,Female,2014,Volume_Striker
2015-04-25,1,Valerie Letourneau,Jessica Rakoczy,Women's Strawweight,Orthodox,1983-04-29,U-DEC,900,3,5:00,68.0,67.0,39.0,0,2,1,55,2,136,0.1333333333333333,0.1333333333333333,8.266666666666667,0.0,1.0,0.5,28.0,2.0,71.0,199.5,207.0,Female,2015,Volume_Striker
2015-08-23,1,Valerie Letourneau,Maryna Moroz,Women's Strawweight,Orthodox,1983-04-29,U-DEC,900,3,5:00,68.0,67.0,39.0,1,0,0,398,1,194,0.0,0.0666666666666666,9.666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,151.33333333333334,1.6666666666666667,70.33333333333333,181.33333333333331,202.66666666666663,Female,2015,Volume_Striker
2015-11-14,0,Valerie Letourneau,Joanna Jedrzejczyk,Women's Strawweight,Orthodox,1983-04-29,U-DEC,1500,5,5:00,68.0,67.0,39.0,0,0,0,36,5,341,0.0,0.2,12.84,0.25,0.5,0.25,122.5,2.5,78.5,216.25,237.25,Female,2015,Volume_Striker
2016-06-18,0,Valerie Letourneau,Joanne Wood,Women's Strawweight,Orthodox,1983-04-29,KO/TKO,764,3,2:44,68.0,67.0,39.0,0,0,0,35,0,162,0.0,0.0,11.230366492146596,0.2,0.4,0.2,105.0,2.0,78.8,201.6,222.2,Female,2016,Volume_Striker
2016-12-10,0,Valerie Letourneau,Viviane Pereira,Women's Strawweight,Orthodox,1983-04-29,S-DEC,900,3,5:00,68.0,67.0,39.0,0,0,0,106,1,175,0.0,0.0666666666666666,10.2,0.1666666666666666,0.3333333333333333,0.1666666666666666,105.16666666666669,1.8333333333333333,73.5,193.5,214.33333333333331,Female,2016,Volume_Striker
2014-06-28,0,Ian Entwistle,Dan Hooker,Bantamweight,Orthodox,1986-11-19,KO/TKO,214,1,3:34,65.0,65.0,35.0,0,3,0,21,2,9,0.8411214953271028,0.5607476635514018,2.5233644859813085,0.0,3.0,0.0,21.0,2.0,1.0,9.0,9.0,Male,2014,Submission_Specialist
2014-12-13,1,Ian Entwistle,Anthony Birchak,Bantamweight,Orthodox,1986-11-19,SUB,64,1,1:04,65.0,65.0,35.0,0,3,0,0,0,2,2.8125,0.0,1.875,0.0,3.0,0.0,10.5,1.0,0.5,5.5,5.5,Male,2014,Submission_Specialist
2016-04-10,0,Ian Entwistle,Alejandro Perez,Bantamweight,Orthodox,1986-11-19,KO/TKO,244,1,4:04,65.0,65.0,35.0,0,1,0,13,1,2,0.2459016393442623,0.2459016393442623,0.4918032786885246,0.0,2.333333333333333,0.0,11.333333333333334,1.0,0.3333333333333333,4.333333333333333,4.333333333333333,Male,2016,Submission_Specialist
2014-06-28,1,Dan Hooker,Ian Entwistle,Lightweight,Switch,1990-02-13,KO/TKO,214,1,3:34,75.0,72.0,32.0,0,0,0,113,0,67,0.0,0.0,5.046728971962617,0.0,0.0,0.0,113.0,0.0,12.0,18.0,67.0,Male,2014,Volume_Striker
2014-09-20,0,Dan Hooker,Maximo Blanco,Lightweight,Switch,1990-02-13,U-DEC,900,3,5:00,75.0,72.0,32.0,0,0,0,105,0,253,0.0,0.0,15.733333333333333,0.0,0.0,0.0,109.0,0.0,55.5,127.0,160.0,Male,2014,Volume_Striker
2015-05-09,1,Dan Hooker,Hatsu Hioki,Lightweight,Switch,1990-02-13,KO/TKO,553,2,4:13,75.0,72.0,32.0,1,0,1,9,0,74,0.0,0.0,6.618444846292947,0.3333333333333333,0.0,0.3333333333333333,75.66666666666667,0.0,44.0,105.0,131.33333333333334,Male,2015,Volume_Striker
2015-10-03,0,Dan Hooker,Yair Rodriguez,Lightweight,Switch,1990-02-13,U-DEC,900,3,5:00,75.0,72.0,32.0,0,0,0,361,3,162,0.0,0.2,5.266666666666667,0.25,0.0,0.25,147.0,0.75,37.75,98.5,139.0,Male,2015,Volume_Striker
2016-03-19,1,Dan Hooker,Mark Eddiva,Lightweight,Switch,1990-02-13,SUB,84,1,1:24,75.0,72.0,32.0,0,1,0,13,0,10,0.7142857142857143,0.0,6.428571428571429,0.2,0.2,0.2,120.2,0.6,31.2,80.6,113.2,Male,2016,Volume_Striker
2016-11-26,0,Dan Hooker,Jason Knight,Lightweight,Switch,1990-02-13,U-DEC,900,3,5:00,75.0,72.0,32.0,0,0,1,43,0,111,0.0,0.0,6.666666666666667,0.1666666666666666,0.1666666666666666,0.3333333333333333,107.33333333333331,0.5,33.833333333333336,83.83333333333333,112.83333333333331,Male,2016,Volume_Striker
2017-06-10,1,Dan Hooker,Ross Pearson,Lightweight,Switch,1990-02-13,KO/TKO,482,2,3:02,75.0,72.0,32.0,1,0,0,1,1,146,0.0,0.1244813278008298,17.551867219917014,0.2857142857142857,0.1428571428571428,0.2857142857142857,92.14285714285714,0.5714285714285714,38.85714285714285,92.0,117.57142857142856,Male,2017,Volume_Striker
2017-12-30,1,Dan Hooker,Marc Diakiese,Lightweight,Switch,1990-02-13,SUB,642,3,0:42,75.0,72.0,32.0,0,1,0,192,3,48,0.0934579439252336,0.2803738317757009,3.738317757009346,0.25,0.25,0.25,104.625,0.875,36.125,85.5,108.875,Male,2017,Volume_Striker
2018-04-21,1,Dan Hooker,Jim Miller,Lightweight,Switch,1990-02-13,KO/TKO,180,1,3:00,75.0,72.0,32.0,1,0,0,13,0,44,0.0,0.0,14.666666666666666,0.3333333333333333,0.2222222222222222,0.2222222222222222,94.44444444444444,0.7777777777777778,34.77777777777778,80.88888888888889,101.66666666666669,Male,2018,Volume_Striker
2018-07-07,1,Dan Hooker,Gilbert Burns,Lightweight,Switch,1990-02-13,KO/TKO,148,1,2:28,75.0,72.0,32.0,2,1,0,15,0,34,0.4054054054054054,0.0,13.783783783783782,0.5,0.3,0.2,86.5,0.7,33.5,76.2,94.9,Male,2018,Volume_Striker
